id,kode_provinsi,nama_provinsi,persentase_penduduk_miskin,satuan,tahun,id_gini,kode_provinsi_gini,semester,gini_ratio,satuan_gini,id_tpt,kode_provinsi_tpt,daerah,tingkat_penganggur_terbuka,satuan_tpt,id_ipm,kode_provinsi_ipm,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,indeks_pembangunan_manusia,satuan_ipm,kemiskinan_tahun_depan,rata_rata_inflasi_tahunan
354,32,JAWA BARAT,6.91,PERSEN,2019,9,32,SEMESTER I,402,POIN,18,32,PERDESAAN,7.83,PERSEN,108,32,3279,KOTA BANJAR,PEREMPUAN,66.77,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,55,32,3201,KABUPATEN BOGOR,LAKI-LAKI,75.37,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,56,32,3201,KABUPATEN BOGOR,PEREMPUAN,67.37,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,57,32,3202,KABUPATEN SUKABUMI,LAKI-LAKI,72.21,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,58,32,3202,KABUPATEN SUKABUMI,PEREMPUAN,63.13,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,59,32,3203,KABUPATEN CIANJUR,LAKI-LAKI,69.89,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,60,32,3203,KABUPATEN CIANJUR,PEREMPUAN,58.96,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,61,32,3204,KABUPATEN BANDUNG,LAKI-LAKI,75.32,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,62,32,3204,KABUPATEN BANDUNG,PEREMPUAN,70.77,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,63,32,3205,KABUPATEN GARUT,LAKI-LAKI,70.73,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,64,32,3205,KABUPATEN GARUT,PEREMPUAN,58.38,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,65,32,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,70.4,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,66,32,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,60.58,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,67,32,3207,KABUPATEN CIAMIS,LAKI-LAKI,75.96,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,68,32,3207,KABUPATEN CIAMIS,PEREMPUAN,65.7,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,69,32,3208,KABUPATEN KUNINGAN,LAKI-LAKI,74.53,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,70,32,3208,KABUPATEN KUNINGAN,PEREMPUAN,64.78,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,71,32,3209,KABUPATEN CIREBON,LAKI-LAKI,73.46,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,72,32,3209,KABUPATEN CIREBON,PEREMPUAN,61.34,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,73,32,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,72.17,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,74,32,3210,KABUPATEN MAJALENGKA,PEREMPUAN,61.89,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,75,32,3211,KABUPATEN SUMEDANG,LAKI-LAKI,74.78,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,76,32,3211,KABUPATEN SUMEDANG,PEREMPUAN,71.05,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,77,32,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,71.17,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,78,32,3212,KABUPATEN INDRAMAYU,PEREMPUAN,62.88,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,79,32,3213,KABUPATEN SUBANG,LAKI-LAKI,72.5,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,80,32,3213,KABUPATEN SUBANG,PEREMPUAN,65.67,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,81,32,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,75.64,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,82,32,3214,KABUPATEN PURWAKARTA,PEREMPUAN,65.64,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,83,32,3215,KABUPATEN KARAWANG,LAKI-LAKI,74.57,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,84,32,3215,KABUPATEN KARAWANG,PEREMPUAN,67.36,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,85,32,3216,KABUPATEN BEKASI,LAKI-LAKI,78.88,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,86,32,3216,KABUPATEN BEKASI,PEREMPUAN,69.95,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,87,32,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,73.39,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,88,32,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,58.19,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,89,32,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,72.47,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,90,32,3218,KABUPATEN PANGANDARAN,PEREMPUAN,65.24,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,91,32,3271,KOTA BOGOR,LAKI-LAKI,80.65,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,92,32,3271,KOTA BOGOR,PEREMPUAN,73.48,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,93,32,3272,KOTA SUKABUMI,LAKI-LAKI,79.36,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,94,32,3272,KOTA SUKABUMI,PEREMPUAN,72.57,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,95,32,3273,KOTA BANDUNG,LAKI-LAKI,85.01,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,96,32,3273,KOTA BANDUNG,PEREMPUAN,80.61,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,97,32,3274,KOTA CIREBON,LAKI-LAKI,78.24,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,98,32,3274,KOTA CIREBON,PEREMPUAN,73.82,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,99,32,3275,KOTA BEKASI,LAKI-LAKI,86.13,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,100,32,3275,KOTA BEKASI,PEREMPUAN,80.12,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,101,32,3276,KOTA DEPOK,LAKI-LAKI,85.18,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,102,32,3276,KOTA DEPOK,PEREMPUAN,79.03,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,103,32,3277,KOTA CIMAHI,LAKI-LAKI,82.09,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,104,32,3277,KOTA CIMAHI,PEREMPUAN,75.69,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,105,32,3278,KOTA TASIKMALAYA,LAKI-LAKI,76.14,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,106,32,3278,KOTA TASIKMALAYA,PEREMPUAN,69.65,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,107,32,3279,KOTA BANJAR,LAKI-LAKI,76.64,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,17,32,PERKOTAAN,08.04,PERSEN,108,32,3279,KOTA BANJAR,PEREMPUAN,66.77,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,55,32,3201,KABUPATEN BOGOR,LAKI-LAKI,75.37,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,56,32,3201,KABUPATEN BOGOR,PEREMPUAN,67.37,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,57,32,3202,KABUPATEN SUKABUMI,LAKI-LAKI,72.21,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,58,32,3202,KABUPATEN SUKABUMI,PEREMPUAN,63.13,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,59,32,3203,KABUPATEN CIANJUR,LAKI-LAKI,69.89,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,60,32,3203,KABUPATEN CIANJUR,PEREMPUAN,58.96,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,61,32,3204,KABUPATEN BANDUNG,LAKI-LAKI,75.32,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,62,32,3204,KABUPATEN BANDUNG,PEREMPUAN,70.77,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,63,32,3205,KABUPATEN GARUT,LAKI-LAKI,70.73,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,64,32,3205,KABUPATEN GARUT,PEREMPUAN,58.38,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,65,32,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,70.4,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,66,32,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,60.58,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,67,32,3207,KABUPATEN CIAMIS,LAKI-LAKI,75.96,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,68,32,3207,KABUPATEN CIAMIS,PEREMPUAN,65.7,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,69,32,3208,KABUPATEN KUNINGAN,LAKI-LAKI,74.53,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,70,32,3208,KABUPATEN KUNINGAN,PEREMPUAN,64.78,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,71,32,3209,KABUPATEN CIREBON,LAKI-LAKI,73.46,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,72,32,3209,KABUPATEN CIREBON,PEREMPUAN,61.34,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,73,32,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,72.17,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,74,32,3210,KABUPATEN MAJALENGKA,PEREMPUAN,61.89,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,75,32,3211,KABUPATEN SUMEDANG,LAKI-LAKI,74.78,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,76,32,3211,KABUPATEN SUMEDANG,PEREMPUAN,71.05,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,77,32,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,71.17,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,78,32,3212,KABUPATEN INDRAMAYU,PEREMPUAN,62.88,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,79,32,3213,KABUPATEN SUBANG,LAKI-LAKI,72.5,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,80,32,3213,KABUPATEN SUBANG,PEREMPUAN,65.67,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,81,32,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,75.64,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,82,32,3214,KABUPATEN PURWAKARTA,PEREMPUAN,65.64,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,83,32,3215,KABUPATEN KARAWANG,LAKI-LAKI,74.57,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,84,32,3215,KABUPATEN KARAWANG,PEREMPUAN,67.36,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,85,32,3216,KABUPATEN BEKASI,LAKI-LAKI,78.88,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,86,32,3216,KABUPATEN BEKASI,PEREMPUAN,69.95,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,87,32,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,73.39,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,88,32,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,58.19,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,89,32,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,72.47,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,90,32,3218,KABUPATEN PANGANDARAN,PEREMPUAN,65.24,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,91,32,3271,KOTA BOGOR,LAKI-LAKI,80.65,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,92,32,3271,KOTA BOGOR,PEREMPUAN,73.48,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,93,32,3272,KOTA SUKABUMI,LAKI-LAKI,79.36,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,94,32,3272,KOTA SUKABUMI,PEREMPUAN,72.57,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,95,32,3273,KOTA BANDUNG,LAKI-LAKI,85.01,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,96,32,3273,KOTA BANDUNG,PEREMPUAN,80.61,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,97,32,3274,KOTA CIREBON,LAKI-LAKI,78.24,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,98,32,3274,KOTA CIREBON,PEREMPUAN,73.82,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,99,32,3275,KOTA BEKASI,LAKI-LAKI,86.13,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,100,32,3275,KOTA BEKASI,PEREMPUAN,80.12,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,101,32,3276,KOTA DEPOK,LAKI-LAKI,85.18,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,102,32,3276,KOTA DEPOK,PEREMPUAN,79.03,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,103,32,3277,KOTA CIMAHI,LAKI-LAKI,82.09,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,104,32,3277,KOTA CIMAHI,PEREMPUAN,75.69,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,105,32,3278,KOTA TASIKMALAYA,LAKI-LAKI,76.14,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,106,32,3278,KOTA TASIKMALAYA,PEREMPUAN,69.65,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,107,32,3279,KOTA BANJAR,LAKI-LAKI,76.64,POIN,6.91,0.16
354,32,JAWA BARAT,6.91,PERSEN,2019,10,32,SEMESTER II,398,POIN,18,32,PERDESAAN,7.83,PERSEN,108,32,3279,KOTA BANJAR,PEREMPUAN,66.77,POIN,7.88,0.16
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,109,32,3201,KABUPATEN BOGOR,LAKI-LAKI,75.18,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,110,32,3201,KABUPATEN BOGOR,PEREMPUAN,67.08,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,111,32,3202,KABUPATEN SUKABUMI,LAKI-LAKI,72.26,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,112,32,3202,KABUPATEN SUKABUMI,PEREMPUAN,63.13,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,113,32,3203,KABUPATEN CIANJUR,LAKI-LAKI,69.88,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,114,32,3203,KABUPATEN CIANJUR,PEREMPUAN,58.8,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,115,32,3204,KABUPATEN BANDUNG,LAKI-LAKI,75.31,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,116,32,3204,KABUPATEN BANDUNG,PEREMPUAN,70.75,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,117,32,3205,KABUPATEN GARUT,LAKI-LAKI,70.68,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,118,32,3205,KABUPATEN GARUT,PEREMPUAN,58.16,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,119,32,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,70.44,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,120,32,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,60.59,POIN,7.88,"10,875"
392,32,JAWA BARAT,7.88,PERSEN,2020,11,32,SEMESTER I,403,POIN,19,32,PERKOTAAN,11.07,PERSEN,121,32,3207,KABUPATEN CIAMIS,LAKI-LAKI,75.97,POIN,7.88,"10,875"
